Order Date,Region,Category,Sales,Profit
16-06-2014,South,Furniture,31.168,9.3504
16-06-2014,South,Furniture,120.96,-28.224
16-06-2014,South,Technology,2239.936,223.9936
16-06-2014,South,Office Supplies,76.608,6.7032
16-06-2014,South,Office Supplies,142.776,17.847
16-06-2014,South,Office Supplies,91.36,29.692
1/3/2012,East,Office Supplies,3.552,0.444
24-07-2013,Central,Technology,115.136,11.5136
1/10/2011,West,Office Supplies,4.71,0
8/9/2011,East,Furniture,172.764,13.4372
8/9/2011,East,Office Supplies,3.52,1.6896
16-11-2011,West,Technology,79.968,-17.9928
16-11-2011,West,Furniture,305.9745,25.1979
16-11-2011,West,Office Supplies,344.91,10.3473
3/3/2011,West,Furniture,626.352,-23.4882
3/12/2012,West,Furniture,359.499,-29.6058
12/7/2014,West,Technology,71.952,5.3964
12/7/2014,West,Office Supplies,29.8,9.3125
17-11-2014,East,Office Supplies,1.824,-1.3984
13-06-2013,Central,Office Supplies,64.384,-160.96
13-06-2013,Central,Furniture,6.984,-4.5396
13-06-2013,Central,Office Supplies,11.264,3.9424
13-06-2013,Central,Office Supplies,15.552,5.6376
13-06-2013,Central,Furniture,379.372,-119.2312
13-06-2013,Central,Office Supplies,67.536,6.7536
13-06-2013,Central,Office Supplies,1.524,-2.667
30-12-2013,South,Office Supplies,37.408,13.0928
30-12-2013,South,Office Supplies,25.344,8.8704
19-03-2014,West,Office Supplies,46.2,21.252
27-12-2012,South,Technology,4.728,0.7092
27-12-2012,South,Furniture,53.352,16.0056
27-12-2012,South,Furniture,131.104,8.194
27-12-2012,South,Office Supplies,22.512,2.2512
27-12-2012,South,Technology,72.744,-12.7302
31-07-2012,Central,Office Supplies,52.59,15.777
28-06-2014,West,Office Supplies,19.44,9.3312
28-06-2014,West,Furniture,126.3,40.416
28-06-2014,West,Technology,1287.45,244.6155
8/2/2011,East,Office Supplies,64.96,9.744
5/9/2013,Central,Office Supplies,535.41,160.623
7/4/2014,South,Office Supplies,8.1,-5.94
9/12/2014,East,Office Supplies,13.248,3.6432
9/12/2014,East,Technology,83.988,-20.997
25-07-2013,South,Office Supplies,73.2,21.228
9/11/2012,Central,Office Supplies,10.74,5.1552
2/10/2012,West,Furniture,11.032,3.0338
2/10/2012,West,Technology,53.04,-4.641
22-11-2012,East,Office Supplies,17.12,4.9648
22-11-2012,East,Office Supplies,59.94,28.1718
3/2/2014,West,Furniture,210.58,12.6348
3/2/2014,West,Office Supplies,30.96,10.062
3/2/2014,West,Technology,239.984,38.9974
16-06-2012,East,Office Supplies,3050.376,1143.891
16-06-2012,East,Technology,133.98,33.495
6/5/2013,South,Office Supplies,93.248,31.4712
6/5/2013,South,Technology,177.48,19.9665
10/9/2014,East,Office Supplies,17.712,5.9778
10/9/2014,East,Office Supplies,4.86,-3.564
10/9/2014,East,Office Supplies,6.258,-5.215
23-07-2013,East,Office Supplies,37.68,10.5504
23-07-2013,East,Office Supplies,51.84,24.8832
23-07-2013,East,Furniture,27.42,9.3228
23-07-2013,East,Office Supplies,5.4,2.592
31-01-2013,South,Office Supplies,1270.99,635.495
31-01-2013,South,Office Supplies,125.36,58.9192
30-12-2013,West,Office Supplies,14.03,4.0687
30-12-2013,West,Office Supplies,27.96,7.2696
21-11-2012,Central,Office Supplies,5.344,0.7348
21-11-2012,Central,Office Supplies,1.696,-2.544
21-11-2012,Central,Office Supplies,24.588,-67.617
21-11-2012,Central,Office Supplies,7.98,-13.167
5/10/2012,East,Technology,288,57.6
13-09-2013,West,Technology,146.952,9.1845
13-09-2013,West,Furniture,83.136,5.196
15-09-2014,South,Office Supplies,942.784,94.2784
15-09-2014,South,Office Supplies,74.352,23.235
23-02-2012,East,Office Supplies,26.88,6.72
23-02-2012,East,Office Supplies,10.896,3.8136
6/12/2013,Central,Office Supplies,3.536,0.3094
3/7/2013,Central,Furniture,528.43,0
3/7/2013,Central,Office Supplies,41.472,14.5152
14-12-2014,East,Furniture,287.976,7.1994
20-03-2012,West,Office Supplies,29.304,2.5641
1/3/2012,Central,Office Supplies,55.328,6.2244
1/3/2012,Central,Furniture,1227.9984,-36.1176
16-09-2013,West,Office Supplies,20.416,6.6352
16-09-2013,West,Furniture,1128.39,259.5297
18-03-2014,South,Office Supplies,4.608,1.6704
29-05-2014,West,Technology,195.96,19.596
29-05-2014,West,Office Supplies,15.552,5.4432
29-05-2014,West,Technology,271.968,54.3936
16-06-2014,South,Furniture,698.352,52.3764
16-06-2014,South,Furniture,77.728,-3.8864
6/9/2012,South,Office Supplies,46.62,21.4452
19-03-2014,Central,Technology,537.544,47.0351
19-12-2011,West,Office Supplies,14.62,6.8714
19-12-2011,West,Office Supplies,22.55,8.7945
19-12-2011,West,Technology,583.8,72.975
19-12-2011,West,Technology,211.168,15.8376
8/7/2013,West,Office Supplies,12.96,6.2208
8/7/2013,West,Office Supplies,45.98,12.8744
7/4/2013,East,Technology,1294.75,336.635
8/5/2011,East,Technology,1799.97,239.996
24-11-2014,Central,Office Supplies,10.688,3.7408
11/11/2013,Central,Technology,221.98,62.1544
11/11/2013,Central,Furniture,341.96,54.7136
31-12-2011,East,Technology,34.77,11.4741
31-12-2011,East,Office Supplies,18.9,8.694
20-08-2014,West,Office Supplies,102.72,37.236
13-09-2013,East,Furniture,40.48,14.5728
27-10-2014,East,Office Supplies,33.282,-27.735
27-10-2014,East,Technology,118.65,19.775
27-10-2014,East,Office Supplies,14.76,4.9815
31-05-2014,West,Office Supplies,37.52,18.0096
9/3/2013,Central,Office Supplies,207.144,48.3336
9/3/2013,Central,Office Supplies,13.9,3.753
26-07-2012,West,Furniture,266.352,13.3176
23-11-2012,East,Technology,307.98,89.3142
23-11-2012,East,Office Supplies,44.1,20.727
23-11-2012,East,Office Supplies,13.12,5.6416
23-11-2012,East,Office Supplies,16.56,7.7832
23-11-2012,East,Office Supplies,38.88,18.6624
28-11-2012,Central,Office Supplies,335.52,117.432
4/11/2014,South,Technology,959.984,311.9948
4/11/2014,South,Office Supplies,4.086,-2.9964
4/11/2014,South,Office Supplies,55.984,4.1988
4/11/2014,South,Office Supplies,10.688,3.7408
22-03-2014,East,Office Supplies,8.856,2.8782
19-12-2012,East,Office Supplies,6.912,2.5056
2/4/2011,Central,Office Supplies,26.72,9.352
2/4/2011,Central,Office Supplies,33.488,10.465
5/6/2012,Central,Office Supplies,10.56,4.752
6/10/2011,Central,Office Supplies,386.34,54.0876
22-08-2013,West,Office Supplies,33.44,11.704
15-11-2012,South,Furniture,39.96,14.3856
22-06-2012,East,Office Supplies,1217.568,456.588
25-09-2014,South,Office Supplies,15.51,3.8775
25-09-2014,South,Technology,89.9,25.172
25-09-2014,South,Office Supplies,14.28,3.7128
25-09-2014,South,Office Supplies,12.72,4.9608
25-09-2014,South,Office Supplies,15.75,7.56
6/4/2011,West,Office Supplies,70.95,18.447
6/4/2011,West,Office Supplies,65.568,23.7684
6/4/2011,West,Technology,299.97,131.9868
9/2/2013,West,Technology,89.97,39.5868
9/2/2013,West,Technology,31.86,11.151
18-11-2011,Central,Office Supplies,67.15,16.7875
19-12-2014,East,Office Supplies,7.236,-6.03
19-12-2014,East,Office Supplies,4.824,1.7487
19-12-2014,East,Office Supplies,91.36,29.692
19-12-2014,East,Office Supplies,130.112,13.0112
2/7/2012,South,Technology,74.24,8.352
2/7/2012,South,Furniture,159.84,45.954
2/7/2012,South,Office Supplies,2.892,-2.3136
2/7/2012,South,Office Supplies,9.392,3.2872
8/10/2011,East,Office Supplies,123.92,55.764
22-09-2012,East,Office Supplies,55.6,6.255
22-09-2012,East,Technology,617.976,-7.7247
25-12-2014,West,Office Supplies,21.312,7.992
14-10-2014,West,Technology,209.94,39.8886
14-10-2014,West,Technology,31.984,-7.996
14-10-2014,West,Office Supplies,5083.96,1906.485
21-08-2014,South,Technology,35.96,3.596
11/9/2012,East,Office Supplies,31.05,14.904
11/9/2012,East,Furniture,8.92,3.9248
11/9/2012,East,Office Supplies,209.6,96.416
11/9/2012,East,Office Supplies,111.04,29.9808
11/9/2012,East,Office Supplies,38.88,18.6624
20-12-2012,South,Office Supplies,36.27,10.881
20-09-2011,Central,Furniture,493.43,-70.49
20-09-2011,Central,Technology,11.12,3.475
5/11/2013,West,Technology,686.4,77.22
2/12/2014,West,Office Supplies,15.92,5.373
2/12/2014,West,Furniture,70.68,31.0992
2/12/2014,West,Office Supplies,541.24,5.4124
10/10/2011,East,Technology,101.994,-71.3958
10/10/2011,East,Office Supplies,18.264,-13.3936
15-11-2014,Central,Office Supplies,21.99,-32.985
14-08-2013,Central,Office Supplies,185.376,-34.758
14-08-2013,Central,Office Supplies,58.924,-153.2024
18-09-2014,East,Technology,480,225.6
18-09-2014,East,Office Supplies,34.05,9.534
23-03-2012,West,Office Supplies,192.72,92.5056
23-03-2012,West,Technology,239.97,86.3892
1/7/2013,Central,Technology,50.12,-0.6265
21-10-2014,South,Technology,15.984,1.3986
21-10-2014,South,Office Supplies,14.352,4.485
25-08-2011,East,Office Supplies,6.528,-4.5696
25-08-2011,East,Office Supplies,2.862,-2.2896
25-08-2011,East,Office Supplies,20.856,-16.6848
27-07-2011,West,Office Supplies,276.28,0
2/12/2014,West,Furniture,629.64,107.0388
18-10-2013,Central,Technology,449.97,220.4853
18-10-2013,Central,Office Supplies,1927.59,751.7601
17-09-2013,South,Furniture,121.78,30.445
1/12/2012,West,Furniture,2676.672,267.6672
5/8/2011,Central,Furniture,489.23,41.934
16-08-2013,West,Furniture,312.03,43.6842
16-08-2013,West,Office Supplies,17.94,3.0498
16-08-2013,West,Technology,165.6,10.35
16-08-2013,West,Office Supplies,37.52,18.0096
7/8/2012,South,Technology,494.97,148.491
7/8/2012,South,Office Supplies,25.06,11.7782
1/6/2013,Central,Furniture,32.064,-12.8256
1/6/2013,Central,Office Supplies,18.496,6.7048
1/6/2013,Central,Furniture,191.079,-38.2158
1/6/2013,Central,Office Supplies,10.368,3.6288
2/7/2013,East,Office Supplies,30.53,14.0438
2/7/2013,East,Technology,30.84,6.168
2/7/2013,East,Office Supplies,75.06,33.777
19-12-2013,West,Technology,66.976,6.6976
26-01-2012,West,Office Supplies,182.72,84.0512
29-10-2014,East,Office Supplies,21.93,10.3071
5/11/2014,South,Technology,95.976,15.5961
5/11/2014,South,Technology,143.928,-32.3838
5/11/2014,South,Office Supplies,3.564,-2.97
5/11/2014,South,Office Supplies,4.928,1.7248
10/5/2013,Central,Office Supplies,856.656,107.082
10/5/2013,Central,Office Supplies,13.184,-20.4352
10/5/2013,Central,Office Supplies,48.784,-131.7168
10/5/2013,Central,Office Supplies,76.64,26.824
10/5/2013,Central,Office Supplies,18.528,-27.792
2/4/2011,South,Furniture,177.68,46.1968
28-04-2011,East,Technology,159.98,57.5928
5/10/2013,South,Technology,52.68,19.755
5/10/2013,South,Furniture,11.568,2.6028
12/6/2014,South,Office Supplies,4.572,-3.81
30-01-2013,Central,Technology,1439.968,143.9968
30-01-2013,Central,Office Supplies,1.728,-2.6784
30-01-2013,Central,Furniture,626.1,-538.446
27-09-2012,West,Office Supplies,99.2,25.792
13-04-2012,Central,Furniture,609.98,-113.282
13-04-2012,Central,Furniture,211.372,-45.294
13-04-2012,Central,Technology,239.976,17.9982
19-12-2014,Central,Furniture,99.95,22.9885
19-12-2014,Central,Technology,29.34,10.8558
15-03-2013,Central,Furniture,16.74,4.3524
28-08-2014,East,Office Supplies,12.672,3.96
28-08-2014,East,Technology,1119.888,209.979
17-12-2012,West,Office Supplies,204.85,53.261
17-12-2012,West,Technology,135.984,16.998
17-12-2012,West,Office Supplies,16.4,7.052
17-12-2012,West,Office Supplies,92.96,31.374
22-08-2011,South,Office Supplies,7.632,-1.8126
4/11/2013,West,Office Supplies,4.158,-3.465
4/11/2013,West,Technology,179.991,-251.9874
11/10/2014,Central,Furniture,239.358,-47.8716
7/12/2011,West,Office Supplies,164.88,80.7912
15-11-2011,West,Office Supplies,10.95,3.285
25-12-2014,East,Office Supplies,19.44,9.3312
25-12-2014,East,Office Supplies,12.3,6.15
24-12-2011,West,Office Supplies,13.97,3.6322
23-12-2014,South,Furniture,934.956,-249.3216
23-12-2014,South,Technology,46.864,7.6154
23-12-2014,South,Office Supplies,26.16,1.962
23-12-2014,South,Office Supplies,23.128,2.891
23-12-2014,South,Office Supplies,59.24,16.291
8/8/2011,South,Furniture,155.456,-7.7728
20-09-2011,West,Office Supplies,8.56,3.852
26-12-2014,South,Furniture,21,5.775
26-12-2014,South,Technology,120,-7.2
26-11-2014,Central,Technology,299.96,37.495
26-11-2014,Central,Office Supplies,67.84,-179.776
26-11-2014,Central,Furniture,853.93,-24.398
26-11-2014,Central,Office Supplies,18.688,3.7376
6/11/2013,South,Furniture,273.96,71.2296
6/11/2013,South,Technology,89.97,18.8937
6/11/2013,South,Furniture,756.8,75.68
7/11/2014,Central,Office Supplies,1.248,-1.9344
4/11/2013,East,Technology,72,14.4
4/11/2013,East,Furniture,470.155,-13.433
30-12-2011,South,Office Supplies,39.128,-8.8038
3/12/2014,East,Office Supplies,19.728,1.7262
3/12/2014,East,Technology,151.188,-25.198
25-03-2014,East,Furniture,271.764,60.392
19-11-2011,East,Technology,47.496,-1.1874
26-04-2014,West,Furniture,344.981,28.4102
24-11-2014,Central,Office Supplies,36.288,12.7008
24-11-2014,Central,Office Supplies,78.304,29.364
24-11-2014,Central,Furniture,127.785,-31.0335
24-11-2014,Central,Office Supplies,6.104,-9.156
3/11/2011,East,Office Supplies,5.76,2.8224
19-10-2012,Central,Office Supplies,1.72,-2.838
7/2/2011,Central,Office Supplies,8.952,-14.7708
7/3/2013,Central,Office Supplies,2.334,-6.3018
7/3/2013,Central,Office Supplies,1.728,-2.7648
7/3/2013,Central,Furniture,159.04,-194.824
7/3/2013,Central,Furniture,145.98,-99.2664
3/12/2012,South,Furniture,77.952,12.6672
3/12/2012,South,Office Supplies,95.97,-73.577
3/12/2012,South,Technology,105.584,9.2386
3/12/2012,South,Office Supplies,9.344,1.168
24-12-2012,Central,Furniture,9.68,3.7752
24-12-2012,Central,Technology,4899.93,2302.9671
2/10/2014,West,Technology,104.75,21.9975
17-10-2014,South,Technology,18.528,4.4004
17-10-2014,South,Furniture,1875.258,-968.8833
15-08-2011,South,Office Supplies,91.36,29.692
15-08-2011,South,Office Supplies,152.24,17.127
12/11/2014,Central,Technology,35.184,12.3144
21-03-2014,Central,Office Supplies,56.704,19.1376
21-03-2014,Central,Office Supplies,274.064,102.774
14-05-2014,East,Furniture,458.43,-124.431
22-06-2011,West,Office Supplies,8.226,-6.0324
2/12/2011,South,Technology,5.95,0.833
2/12/2011,South,Office Supplies,15.24,7.1628
5/4/2012,West,Technology,239.94,26.3934
5/4/2012,West,Office Supplies,23.84,6.4368
19-11-2014,Central,Office Supplies,92.52,24.9804
19-11-2014,Central,Office Supplies,37.76,10.5728
19-11-2014,Central,Office Supplies,7.38,3.4686
19-11-2014,Central,Furniture,5.82,2.7354
13-07-2014,East,Office Supplies,3.816,1.1925
20-05-2014,South,Office Supplies,26.16,12.8184
20-12-2012,Central,Technology,100.8,21.42
21-02-2013,East,Furniture,135.8,66.542
19-03-2014,West,Office Supplies,13.9,3.753
19-03-2014,West,Office Supplies,19.4,9.312
18-12-2013,West,Office Supplies,13.488,4.3836
18-12-2013,West,Office Supplies,11.416,3.8529
27-03-2013,West,Office Supplies,17.64,8.6436
27-03-2013,West,Office Supplies,17.04,5.538
16-12-2011,South,Technology,99.98,7.9984
16-12-2011,South,Furniture,29.46,9.7218
15-11-2012,East,Office Supplies,166.92,-116.844
23-08-2013,West,Furniture,98.328,9.8328
29-06-2012,East,Furniture,117.882,1.3098
27-06-2013,East,Technology,20.97,9.0171
27-06-2013,East,Technology,139.96,9.7972
27-06-2013,East,Furniture,37.74,12.8316
18-09-2013,East,Furniture,14.82,6.2244
18-09-2013,East,Furniture,191.82,61.3824
18-07-2011,East,Office Supplies,13.904,4.5188
2/9/2014,West,Office Supplies,314.6,103.818
2/9/2014,West,Furniture,283.56,45.3696
23-06-2014,Central,Furniture,487.96,146.388
2/9/2011,South,Office Supplies,1793.98,843.1706
1/10/2012,Central,Office Supplies,2.992,-4.488
1/10/2012,Central,Technology,108.768,2.7192
7/4/2012,East,Office Supplies,25.92,12.4416
7/4/2012,East,Office Supplies,22.58,5.8708
22-11-2014,Central,Technology,55.176,-12.4146
18-12-2013,Central,Office Supplies,9892.74,4946.37
19-09-2011,West,Furniture,73.915,-45.8273
28-09-2011,South,Furniture,337.088,16.8544
22-09-2012,West,Office Supplies,61.44,16.5888
8/11/2013,West,Technology,479.97,163.1898
17-12-2014,West,Office Supplies,5.984,2.244
17-12-2014,West,Technology,189.95,45.588
17-12-2014,West,Technology,149.95,31.4895
17-12-2014,West,Office Supplies,29.95,8.6855
17-12-2014,West,Office Supplies,44.4,22.2
21-09-2011,East,Office Supplies,66.03,17.1678
18-05-2012,West,Office Supplies,10.86,5.3214
26-03-2011,West,Office Supplies,3.36,0.84
26-03-2011,West,Office Supplies,27.936,9.4284
26-03-2011,West,Technology,28.784,2.8784
23-09-2014,West,Office Supplies,21.96,6.1488
12/9/2012,West,Technology,21.98,8.5722
2/11/2012,East,Furniture,2621.322,553.3902
20-10-2012,West,Furniture,74.76,23.9232
20-10-2012,West,Furniture,364.776,27.3582
15-06-2013,West,Furniture,1115.17,334.551
20-11-2012,West,Office Supplies,89.696,33.636
20-11-2012,West,Office Supplies,50.12,23.5564
28-02-2013,East,Office Supplies,36.48,18.24
14-10-2011,Central,Office Supplies,322.192,100.685
14-10-2011,Central,Office Supplies,2.946,-4.8609
14-10-2011,Central,Office Supplies,19.136,6.9368
27-05-2014,South,Technology,23.08,6.924
4/2/2013,East,Technology,90.48,23.5248
3/9/2013,West,Furniture,215.976,-2.6997
3/9/2013,West,Office Supplies,65.94,30.9918
5/12/2014,East,Furniture,11.352,2.6961
12/6/2012,Central,Office Supplies,24.56,6.8768
5/9/2013,Central,Office Supplies,16.56,7.7832
5/9/2013,Central,Technology,279.95,67.188
21-04-2011,South,Office Supplies,828.84,0
5/11/2012,East,Office Supplies,7.218,-5.5338
5/11/2012,East,Office Supplies,27.2,2.04
3/11/2011,Central,Technology,89.97,18.8937
16-02-2013,South,Furniture,318.08,34.9888
16-02-2013,South,Office Supplies,5.8,2.61
12/9/2014,West,Technology,143.952,17.994
12/9/2014,West,Office Supplies,19.44,9.3312
3/11/2014,South,Office Supplies,5.56,1.4456
6/2/2012,South,Office Supplies,146.73,2.9346
6/2/2012,South,Office Supplies,29.9,13.455
11/9/2013,West,Office Supplies,276.784,89.9548
27-09-2013,Central,Office Supplies,93.032,-251.1864
27-09-2013,Central,Furniture,454.965,-136.4895
15-12-2012,South,Technology,246.168,21.5397
18-09-2013,East,Office Supplies,295.4,-62.7725
14-10-2014,South,Office Supplies,348.56,104.568
28-06-2012,East,Office Supplies,15.552,5.4432
28-06-2012,East,Furniture,482.94,-376.6932
1/6/2012,Central,Technology,299.98,83.9944
1/6/2012,Central,Office Supplies,403.68,181.656
1/6/2012,Central,Technology,41.9,11.732
1/6/2012,Central,Office Supplies,28.91,13.2986
12/4/2011,Central,Office Supplies,32.4,15.552
13-10-2014,Central,Technology,369.544,27.7158
13-10-2014,Central,Office Supplies,10.368,3.7584
13-10-2014,Central,Technology,791.88,128.6805
7/11/2012,Central,Office Supplies,23.64,5.319
7/11/2012,Central,Office Supplies,84.784,-16.9568
7/11/2012,Central,Furniture,64.96,-84.448
7/11/2012,Central,Office Supplies,32.06,-51.296
7/11/2012,Central,Office Supplies,177.648,-28.8678
7/11/2012,Central,Technology,287.91,33.5895
25-05-2012,Central,Office Supplies,22.368,1.6776
25-05-2012,Central,Office Supplies,32.368,11.7334
25-05-2012,Central,Technology,207.984,36.3972
13-10-2011,South,Office Supplies,36.4,17.472
13-10-2011,South,Technology,22.96,4.3624
13-10-2011,South,Office Supplies,315.2,6.304
13-10-2011,South,Office Supplies,15.18,7.1346
7/2/2013,West,Technology,623.96,38.9975
20-01-2014,East,Technology,429.6,-93.08
20-01-2014,East,Furniture,31.968,6.3936
20-01-2014,East,Furniture,887.271,-63.3765
20-01-2014,East,Office Supplies,21.696,7.0512
7/6/2013,West,Office Supplies,22.05,10.584
7/6/2013,West,Office Supplies,99.9,46.953
19-03-2014,West,Office Supplies,90.86,26.3494
25-11-2014,West,Office Supplies,7.78,3.501
27-11-2013,East,Office Supplies,78.759,-57.7566
19-08-2013,Central,Furniture,9.552,-3.8208
19-08-2013,Central,Furniture,5.344,-2.1376
28-11-2012,West,Office Supplies,8.28,3.4776
26-05-2014,Central,Office Supplies,50.136,-11.2806
5/9/2014,West,Office Supplies,88.074,-58.716
25-03-2013,East,Furniture,301.47,-241.176
25-03-2013,East,Office Supplies,18.656,1.6324
29-05-2014,East,Furniture,27.46,9.8856
29-05-2014,East,Office Supplies,125.13,36.2877
31-08-2012,West,Technology,555.96,41.697
13-04-2013,South,Office Supplies,129.552,-22.6716
13-04-2013,South,Office Supplies,51.984,-5.1984
13-04-2013,South,Office Supplies,10.272,3.4668
3/2/2011,South,Office Supplies,18.336,-12.224
3/2/2011,South,Technology,180.96,13.572
2/9/2011,Central,Technology,475.944,95.1888
1/10/2014,West,Technology,159.98,47.994
6/9/2013,East,Technology,43.6,12.208
21-05-2014,West,Office Supplies,8.288,3.0044
21-05-2014,West,Technology,1123.128,70.1955
21-05-2014,West,Office Supplies,64.9,18.821
20-09-2012,Central,Office Supplies,2.808,-4.4928
23-01-2013,East,Technology,99.98,42.9914
23-01-2013,East,Office Supplies,8.04,2.7336
23-01-2013,East,Office Supplies,1564.29,406.7154
1/6/2011,Central,Office Supplies,138.56,66.5088
1/6/2011,Central,Office Supplies,65.52,12.376
24-09-2012,West,Office Supplies,14.576,2.3686
24-09-2012,West,Technology,23.2,1.45
24-09-2012,West,Office Supplies,16.464,1.8522
2/8/2013,East,Furniture,19.312,3.1382
24-01-2011,West,Office Supplies,40.08,19.2384
4/8/2011,East,Office Supplies,101.96,27.5292
4/8/2011,East,Office Supplies,259.74,124.6752
4/8/2011,East,Technology,255.42,104.7222
10/8/2013,South,Office Supplies,4.338,-3.0366
10/8/2013,South,Office Supplies,11.88,-7.92
9/12/2013,Central,Furniture,405.86,32.4688
9/12/2013,Central,Furniture,680.01,176.8026
8/6/2012,Central,Technology,2.376,0.7425
8/6/2012,Central,Office Supplies,143.128,-393.602
25-06-2013,West,Technology,4476.8,503.64
25-06-2013,West,Office Supplies,104.85,50.328
25-06-2013,West,Office Supplies,241.44,72.432
16-03-2013,South,Office Supplies,319.76,147.0896
16-03-2013,South,Office Supplies,45.68,21.0128
2/12/2013,West,Furniture,31.96,1.598
2/12/2013,West,Office Supplies,47.9,22.992
2/12/2013,West,Office Supplies,1112.94,222.588
2/12/2013,West,Office Supplies,22.92,11.2308
13-06-2014,West,Technology,71.976,8.997
13-06-2014,West,Office Supplies,19.44,9.3312
20-03-2013,South,Office Supplies,31.086,-20.724
15-11-2013,East,Technology,13.98,3.9144
15-11-2013,East,Office Supplies,23.65,6.149
8/8/2014,West,Technology,707.88,44.2425
8/8/2014,West,Office Supplies,11.952,4.1832
8/8/2014,West,Office Supplies,31.128,11.673
8/8/2014,West,Technology,55.76,7.8064
8/8/2014,West,Office Supplies,24.56,11.5432
8/8/2014,West,Furniture,51.75,15.525
8/8/2014,West,Furniture,207.184,25.898
8/8/2014,West,Office Supplies,1473.1,412.468
21-08-2012,East,Office Supplies,3.488,-0.6976
21-08-2012,East,Technology,21.728,3.8024
21-08-2012,East,Office Supplies,663.072,-165.768
21-08-2012,East,Office Supplies,99.588,-82.99
21-08-2012,East,Office Supplies,49.568,15.49
2/11/2012,Central,Office Supplies,29.372,-46.9952
2/11/2012,Central,Technology,344.704,38.7792
30-11-2011,West,Office Supplies,47.992,3.5994
30-11-2011,West,Technology,102.24,-16.614
10/5/2011,West,Office Supplies,39.96,19.1808
10/5/2011,West,Technology,1432,125.3
10/5/2011,West,Office Supplies,41.04,11.0808
10/5/2011,West,Furniture,256.784,32.098
18-10-2013,East,Furniture,120.98,12.098
18-10-2013,East,Office Supplies,315.98,148.5106
31-10-2013,East,Office Supplies,28.752,10.0632
31-10-2013,East,Office Supplies,114.95,32.186
2/12/2013,West,Office Supplies,23.04,6.912
22-04-2013,East,Office Supplies,15.48,4.4892
22-04-2013,East,Office Supplies,51.84,24.8832
4/8/2014,Central,Technology,39.816,7.4655
4/8/2014,West,Office Supplies,16.06,4.1756
12/12/2014,Central,Office Supplies,7.28,3.4944
12/12/2014,Central,Office Supplies,5.4,2.592
14-03-2012,West,Office Supplies,19.44,9.3312
8/12/2011,West,Furniture,39.88,11.1664
8/12/2011,West,Furniture,79.44,28.5984
1/10/2014,East,Office Supplies,20.664,6.9741
22-11-2013,West,Office Supplies,32.4,15.552
25-11-2014,Central,Office Supplies,13.762,-24.7716
15-11-2014,Central,Office Supplies,15.28,7.4872
16-08-2012,East,Office Supplies,44.688,3.3516
16-08-2012,East,Furniture,301.47,-204.9996
14-10-2014,South,Office Supplies,11.07,5.2029
14-10-2014,South,Furniture,1504.52,346.0396
14-10-2014,South,Office Supplies,25.92,12.4416
5/11/2014,Central,Office Supplies,7.536,-13.188
5/11/2014,Central,Office Supplies,1.408,-2.3232
5/11/2014,Central,Office Supplies,4.144,-6.4232
5/11/2014,Central,Office Supplies,52.752,-12.5286
20-03-2014,West,Office Supplies,381.36,106.7808
3/11/2011,West,Office Supplies,6.72,3.36
24-07-2014,West,Office Supplies,15.192,5.5071
24-07-2014,West,Office Supplies,58.32,27.9936
27-12-2011,West,Office Supplies,946.764,-694.2936
3/9/2013,West,Furniture,94.68,31.2444
3/9/2013,West,Office Supplies,23.67,0.9468
3/9/2013,West,Technology,1091.168,68.198
3/9/2013,West,Office Supplies,18.69,5.2332
3/9/2013,West,Furniture,568.728,28.4364
3/9/2013,West,Office Supplies,7.312,2.5592
12/2/2014,East,Furniture,147.568,-3.6892
28-10-2014,South,Office Supplies,56.784,20.5842
28-10-2014,South,Office Supplies,5.607,-3.9249
28-10-2014,South,Office Supplies,6.576,0.5754
9/7/2011,West,Office Supplies,14.304,4.6488
9/7/2011,West,Furniture,119.833,7.049
9/7/2011,West,Office Supplies,5.56,2.224
9/7/2011,West,Office Supplies,32.4,15.552
23-05-2014,West,Office Supplies,9.84,2.8536
23-05-2014,West,Office Supplies,2.78,0.7228
11/11/2013,East,Office Supplies,3.64,1.365
11/11/2013,East,Technology,881.93,220.4825
3/12/2013,Central,Office Supplies,115.84,54.4448
3/3/2014,West,Office Supplies,107.648,33.64
24-09-2014,South,Technology,199.95,63.984
24-09-2014,South,Office Supplies,12.96,6.2208
12/2/2011,Central,Furniture,60.89,15.2225
12/2/2011,Central,Office Supplies,14.94,6.8724
12/2/2011,Central,Office Supplies,9.64,4.4344
12/2/2011,Central,Furniture,332.94,53.2704
12/2/2011,Central,Office Supplies,51.9,24.393
12/2/2011,Central,Office Supplies,64.96,2.5984
12/11/2014,Central,Office Supplies,25.5,6.63
3/9/2014,West,Furniture,215.976,-2.6997
9/10/2012,Central,Furniture,389.97,35.0973
9/10/2012,Central,Office Supplies,269.91,53.982
25-11-2014,South,Office Supplies,11.673,-7.782
25-11-2014,South,Office Supplies,64.848,24.318
9/2/2011,West,Furniture,14.56,5.5328
25-09-2012,East,Furniture,102.582,6.8388
25-09-2012,East,Office Supplies,20.04,9.6192
22-08-2014,East,Office Supplies,32.088,11.2308
22-08-2014,East,Office Supplies,4305.552,1453.1238
13-05-2013,East,Furniture,10.02,4.4088
13-05-2013,East,Technology,631.96,303.3408
3/9/2014,South,Office Supplies,1577.94,757.4112
10/10/2011,West,Office Supplies,255.85,112.574
27-05-2013,South,Office Supplies,184.704,13.8528
