Order Date,Region,Category,Sales,Profit,Month-Year
7/12/2011,Central,Office Supplies,35.856,12.9978,2011-07
7/12/2011,Central,Technology,23.84,3.278,2011-07
9/9/2013,West,Furniture,43.13,14.6642,2013-09
9/9/2013,West,Office Supplies,30.87,14.2002,2013-09
8/7/2014,East,Office Supplies,70.12,21.036,2014-08
4/8/2011,East,Furniture,172.11,-94.6605,2011-04
4/11/2014,East,Office Supplies,195.104,21.9492,2014-04
4/11/2014,East,Furniture,36.672,6.4176,2014-04
8/9/2011,West,Office Supplies,4.464,-0.9486,2011-08
8/9/2011,West,Office Supplies,9.345,-6.5415,2011-08
9/3/2014,West,Office Supplies,18.72,6.552,2014-09
9/3/2014,West,Furniture,236.528,-2.9566,2014-09
12/9/2011,Central,Office Supplies,10.688,3.7408,2011-12
12/9/2011,Central,Office Supplies,237.096,20.7459,2011-12
2/4/2014,Central,Office Supplies,5.184,1.8144,2014-02
2/4/2014,Central,Office Supplies,65.584,23.7742,2014-02
2/4/2014,Central,Furniture,22.2,-26.085,2014-02
2/4/2014,Central,Office Supplies,419.4,146.79,2014-02
11/12/2014,South,Furniture,88.92,14.4495,2014-11
4/11/2012,West,Technology,639.968,215.9892,2012-04
4/11/2012,West,Office Supplies,52.76,24.2696,2012-04
9/9/2013,West,Office Supplies,14.88,3.72,2013-09
9/9/2013,West,Office Supplies,34.24,15.408,2013-09
9/9/2013,West,Office Supplies,261.74,65.435,2013-09
11/12/2014,West,Furniture,34.92,11.8728,2014-11
7/2/2013,West,Technology,1499.95,449.985,2013-07
4/11/2013,Central,Office Supplies,13.568,3.2224,2013-04
1/7/2011,South,Furniture,2573.82,746.4078,2011-01
1/7/2011,South,Office Supplies,609.98,274.491,2011-01
1/7/2011,South,Office Supplies,5.48,1.4796,2011-01
1/7/2011,South,Technology,391.98,113.6742,2011-01
1/7/2011,South,Technology,755.96,204.1092,2011-01
1/7/2011,South,Office Supplies,31.12,0.3112,2011-01
1/7/2011,South,Office Supplies,6.54,3.0084,2011-01
9/2/2013,West,Office Supplies,12.78,5.751,2013-09
11/6/2014,West,Office Supplies,12.96,6.2208,2014-11
9/10/2012,West,Furniture,106.68,33.0708,2012-09
9/12/2014,Central,Office Supplies,10.272,3.21,2014-09
9/12/2014,Central,Furniture,512.19,-65.853,2014-09
9/12/2014,Central,Office Supplies,1.556,-4.2012,2014-09
6/9/2014,Central,Office Supplies,12.176,-18.8728,2014-06
11/2/2011,West,Technology,46.384,5.2182,2011-11
11/2/2011,West,Office Supplies,362.92,105.2468,2011-11
12/10/2014,South,Office Supplies,29.36,13.5056,2014-12
12/10/2014,South,Office Supplies,214.9,62.321,2014-12
12/10/2014,South,Office Supplies,15.92,7.4824,2014-12
12/10/2014,South,Technology,146.45,48.3285,2014-12
12/10/2014,South,Office Supplies,15.14,0.6056,2014-12
12/10/2014,South,Office Supplies,5.76,2.6496,2014-12
12/10/2014,South,Technology,1399.98,629.991,2014-12
9/6/2013,East,Office Supplies,8.952,-7.46,2013-09
9/6/2013,East,Office Supplies,8.856,-6.4944,2013-09
9/6/2013,East,Furniture,85.246,-1.2178,2013-09
9/10/2011,West,Office Supplies,21.728,7.6048,2011-09
9/10/2011,West,Furniture,1487.04,148.704,2011-09
4/1/2014,West,Office Supplies,29.7,8.019,2014-04
12/4/2014,Central,Furniture,13.592,-14.2716,2014-12
12/3/2014,West,Office Supplies,114.288,12.8574,2014-12
12/3/2014,West,Office Supplies,36.624,-24.416,2014-12
12/3/2014,West,Furniture,242.352,-363.528,2014-12
12/3/2014,West,Technology,49.616,4.9616,2014-12
12/3/2014,West,Furniture,508.704,0,2014-12
12/3/2014,West,Technology,57.36,-14.34,2014-12
12/3/2014,West,Furniture,906.68,68.001,2014-12
10/10/2011,Central,Technology,719.952,71.9952,2011-10
10/10/2011,Central,Technology,755.944,66.1451,2011-10
10/10/2011,Central,Office Supplies,11.98,-19.168,2011-10
10/10/2011,Central,Office Supplies,0.898,-1.5715,2011-10
9/6/2013,Central,Furniture,21.204,-11.6622,2013-09
5/10/2011,East,Furniture,349.965,-216.9783,2011-05
5/10/2011,East,Office Supplies,22.32,5.301,2011-05
11/1/2011,East,Office Supplies,533.94,154.8426,2011-11
11/1/2011,East,Office Supplies,167.94,82.2906,2011-11
11/1/2011,East,Furniture,31.68,9.8208,2011-11
9/4/2013,Central,Furniture,198.744,0,2013-09
10/6/2014,West,Technology,63.824,13.5626,2014-10
12/5/2011,West,Office Supplies,26.46,11.907,2011-12
12/5/2011,West,Office Supplies,49.12,23.0864,2011-12
12/5/2011,West,Office Supplies,15,7.2,2011-12
12/8/2012,West,Office Supplies,221.96,4.4392,2012-12
12/8/2012,West,Technology,236,40.12,2012-12
11/2/2011,West,Technology,41.94,15.0984,2011-11
11/2/2011,West,Technology,52.792,4.6193,2011-11
9/6/2013,East,Furniture,58.248,11.6496,2013-09
9/6/2013,East,Furniture,71.246,-19.3382,2013-09
9/6/2013,East,Office Supplies,7.872,0.5904,2013-09
9/6/2013,East,Furniture,887.271,-63.3765,2013-09
7/9/2013,East,Office Supplies,12.96,6.2208,2013-07
5/4/2014,West,Office Supplies,25.92,12.4416,2014-05
5/4/2014,West,Office Supplies,22.96,6.6584,2014-05
2/8/2012,Central,Office Supplies,9.54,4.293,2012-02
2/8/2012,Central,Office Supplies,5.81,1.8011,2012-02
2/8/2012,Central,Office Supplies,5.76,1.728,2012-02
12/11/2013,East,Office Supplies,18.54,8.7138,2013-12
12/11/2013,East,Office Supplies,679.96,220.987,2013-12
3/3/2014,East,Office Supplies,59.52,15.4752,2014-03
3/3/2014,East,Office Supplies,57.96,27.2412,2014-03
3/3/2014,East,Furniture,441.96,101.6508,2014-03
3/3/2014,East,Office Supplies,68.04,33.3396,2014-03
10/7/2013,West,Technology,703.71,-938.28,2013-10
10/7/2013,West,Office Supplies,17.904,-14.92,2013-10
10/7/2013,West,Office Supplies,11.976,-9.1816,2013-10
10/7/2013,West,Technology,67.96,0.8495,2013-10
4/5/2012,West,Furniture,892.224,89.2224,2012-04
9/9/2011,South,Technology,1299.99,-571.9956,2011-09
8/8/2014,Central,Technology,119.448,-13.4379,2014-08
8/8/2014,Central,Office Supplies,118.16,-25.109,2014-08
6/2/2014,Central,Office Supplies,53.9,25.872,2014-06
1/8/2011,Central,Furniture,76.728,-53.7096,2011-01
1/8/2011,Central,Office Supplies,10.43,-18.2525,2011-01
10/5/2013,East,Office Supplies,30.4,13.984,2013-10
10/5/2013,East,Technology,5399.91,2591.9568,2013-10
10/5/2013,East,Office Supplies,119.1,34.539,2013-10
5/7/2014,West,Office Supplies,152.94,41.2938,2014-05
10/8/2011,South,Technology,23.472,4.9878,2011-10
7/3/2014,Central,Office Supplies,163.96,59.4355,2014-07
7/3/2014,Central,Office Supplies,5.232,-8.1096,2014-07
4/2/2012,West,Technology,87.8,32.925,2012-04
12/5/2011,West,Office Supplies,250.26,72.5754,2011-12
11/4/2014,East,Technology,40.776,0.5097,2014-11
1/6/2012,West,Office Supplies,29.6,9.25,2012-01
1/6/2012,West,Office Supplies,1.938,-1.3566,2012-01
9/10/2014,West,Technology,159.96,51.1872,2014-09
1/5/2012,East,Office Supplies,59.52,15.4752,2012-01
1/5/2012,East,Office Supplies,17.48,8.2156,2012-01
1/5/2012,East,Office Supplies,13.168,4.6088,2012-01
9/10/2012,Central,Furniture,179.886,-2.5698,2012-09
6/3/2014,Central,Office Supplies,10.688,3.7408,2014-06
12/6/2011,South,Office Supplies,42.208,13.7176,2011-12
12/4/2014,Central,Office Supplies,10.368,3.6288,2014-12
2/3/2012,South,Office Supplies,74.52,35.0244,2012-02
8/2/2013,West,Technology,1039.728,90.9762,2013-08
8/2/2013,West,Office Supplies,45.96,13.788,2013-08
3/8/2012,Central,Office Supplies,8.568,-14.5656,2012-03
11/5/2013,South,Office Supplies,45.248,3.9592,2013-11
11/5/2013,South,Furniture,876.3,-292.1,2013-11
11/5/2013,South,Office Supplies,185.376,-34.758,2013-11
12/12/2012,West,Office Supplies,32.4,15.876,2012-12
12/12/2012,West,Office Supplies,97.88,48.94,2012-12
7/12/2012,Central,Technology,307.168,30.7168,2012-07
10/2/2012,East,Office Supplies,26.9,13.181,2012-10
6/2/2014,East,Office Supplies,324.744,-77.1267,2014-06
1/8/2013,South,Office Supplies,30.828,-24.6624,2013-01
1/8/2013,South,Office Supplies,47.616,5.952,2013-01
1/8/2013,South,Technology,108.784,10.8784,2013-01
6/9/2014,West,Furniture,1497.666,140.9568,2014-06
6/9/2014,West,Technology,17.52,-3.504,2014-06
12/9/2014,East,Office Supplies,592.74,160.0398,2014-12
2/3/2012,East,Furniture,90.882,15.147,2012-02
11/1/2014,Central,Technology,508.768,38.1576,2014-11
11/1/2014,Central,Office Supplies,9.912,3.2214,2014-11
5/10/2013,Central,Technology,19.136,1.9136,2013-05
5/3/2013,Central,Office Supplies,18.936,-3.7872,2013-05
5/3/2013,Central,Office Supplies,12.672,-3.168,2013-05
5/3/2013,Central,Office Supplies,5.04,1.764,2013-05
12/9/2011,Central,Office Supplies,8.448,2.9568,2011-12
12/9/2011,Central,Office Supplies,20.388,-53.0088,2011-12
12/8/2014,South,Office Supplies,320.64,89.7792,2014-12
12/8/2014,South,Technology,52,23.4,2014-12
3/3/2014,East,Office Supplies,18.528,-12.352,2014-03
10/12/2012,West,Technology,17.9,3.401,2012-10
10/12/2012,West,Office Supplies,81.96,0,2012-10
7/4/2014,South,Technology,24,-2.7,2014-07
10/4/2013,West,Office Supplies,6.16,2.9568,2013-10
10/4/2013,West,Furniture,915.136,102.9528,2013-10
10/4/2013,West,Office Supplies,8.56,3.852,2013-10
10/4/2013,West,Office Supplies,97.82,45.9754,2013-10
9/10/2014,West,Office Supplies,31.104,11.2752,2014-09
9/10/2014,West,Office Supplies,11.176,0.8382,2014-09
3/12/2012,South,Office Supplies,5.04,1.764,2012-03
12/4/2014,West,Office Supplies,13.344,1.0008,2014-12
12/4/2014,West,Technology,76.752,10.5534,2014-12
12/4/2014,West,Technology,102.336,14.0712,2014-12
12/4/2014,West,Office Supplies,10.32,3.741,2014-12
12/4/2014,West,Office Supplies,47.32,5.915,2014-12
12/4/2014,West,Furniture,23.376,7.0128,2014-12
12/4/2014,West,Furniture,16.72,3.344,2014-12
12/4/2014,West,Furniture,16.192,4.6552,2014-12
11/7/2012,Central,Office Supplies,76.64,26.824,2012-11
12/4/2013,West,Furniture,268.704,6.7176,2013-12
12/4/2013,West,Office Supplies,21.92,5.9184,2013-12
12/4/2013,West,Office Supplies,48.72,7.308,2013-12
12/4/2013,West,Furniture,205.666,-12.098,2013-12
9/5/2014,Central,Office Supplies,30.384,3.798,2014-09
7/4/2012,West,Office Supplies,22.848,7.4256,2012-07
3/1/2011,Central,Office Supplies,18.84,-3.5325,2011-03
3/1/2011,Central,Furniture,362.25,0,2011-03
3/1/2011,Central,Furniture,63.552,-34.9536,2011-03
3/1/2011,Central,Office Supplies,129.552,-22.6716,2011-03
4/1/2011,East,Office Supplies,66.96,2.6784,2011-04
4/1/2011,East,Office Supplies,6.24,3.0576,2011-04
10/6/2014,West,Furniture,435.168,-59.8356,2014-10
10/6/2014,West,Office Supplies,14.9,6.854,2014-10
10/6/2014,West,Office Supplies,15.8,4.108,2014-10
10/6/2014,West,Furniture,72.9,26.973,2014-10
10/6/2014,West,Furniture,206.352,5.1588,2014-10
10/6/2014,West,Technology,7.992,2.6973,2014-10
10/11/2013,West,Furniture,90.882,-190.8522,2013-10
10/11/2013,West,Technology,15.992,-2.9985,2013-10
10/11/2013,West,Furniture,120.784,13.5882,2013-10
1/4/2011,Central,Office Supplies,16.448,5.5512,2011-01
9/10/2011,East,Office Supplies,81.92,22.1184,2011-09
9/10/2011,East,Furniture,254.9,76.47,2011-09
11/4/2014,West,Technology,199.75,87.89,2014-11
11/4/2014,West,Furniture,1673.184,20.9148,2014-11
5/4/2011,West,Furniture,12.18,3.8976,2011-05
5/4/2011,West,Office Supplies,57.68,19.0344,2011-05
11/8/2012,Central,Technology,263.96,76.5484,2012-11
12/12/2012,West,Technology,299.94,128.9742,2012-12
12/12/2012,West,Office Supplies,25.76,0.5152,2012-12
12/1/2011,East,Technology,271.9,78.851,2011-12
12/1/2011,East,Furniture,45.84,15.5856,2011-12
12/1/2011,East,Furniture,9.82,3.2406,2011-12
10/8/2013,West,Office Supplies,93.36,0.9336,2013-10
9/9/2011,East,Furniture,60.672,12.8928,2011-09
9/9/2011,East,Office Supplies,30.816,2.6964,2011-09
11/3/2014,Central,Office Supplies,83.9,20.975,2014-11
11/3/2014,Central,Office Supplies,11.76,5.7624,2014-11
9/11/2012,East,Furniture,210.68,50.5632,2012-09
9/11/2012,East,Office Supplies,78.8,1.576,2012-09
9/11/2012,East,Technology,19.99,6.7966,2012-09
9/11/2012,East,Office Supplies,772.68,108.1752,2012-09
1/7/2013,Central,Furniture,23.076,-10.9611,2013-01
1/7/2013,Central,Office Supplies,25.92,9.072,2013-01
7/11/2014,South,Office Supplies,41.91,10.8966,2014-07
7/1/2014,West,Furniture,435.999,5.1294,2014-07
3/12/2014,East,Technology,63.88,24.9132,2014-03
3/12/2014,East,Furniture,26.72,11.7568,2014-03
11/4/2014,South,Office Supplies,16.272,5.2884,2014-11
7/4/2013,East,Office Supplies,706.86,197.9208,2013-07
11/8/2013,East,Technology,263.96,71.2692,2013-11
11/8/2013,East,Technology,359.97,100.7916,2013-11
11/8/2013,East,Office Supplies,12.96,6.2208,2013-11
11/8/2013,East,Office Supplies,116.82,5.841,2013-11
11/8/2013,East,Office Supplies,276.784,89.9548,2013-11
1/2/2014,Central,Office Supplies,454.56,-107.958,2014-01
1/2/2014,Central,Furniture,141.42,-187.3815,2014-01
1/2/2014,Central,Furniture,310.744,-26.6352,2014-01
1/2/2014,Central,Office Supplies,12.736,2.2288,2014-01
1/2/2014,Central,Office Supplies,6.47,-9.705,2014-01
1/2/2014,Central,Office Supplies,13.748,-22.6842,2014-01
1/2/2014,Central,Office Supplies,15.224,-38.8212,2014-01
7/10/2012,West,Office Supplies,39.92,12.974,2012-07
8/7/2012,East,Office Supplies,77.58,20.1708,2012-08
12/7/2011,West,Office Supplies,269.36,70.0336,2011-12
12/10/2012,West,Office Supplies,5.76,2.8224,2012-12
11/9/2014,East,Office Supplies,109.9,32.97,2014-11
3/11/2013,West,Technology,26.85,5.1015,2013-03
3/11/2013,West,Technology,3357.6,377.73,2013-03
12/9/2014,East,Furniture,215.544,-58.5048,2014-12
12/2/2013,Central,Furniture,248.43,-17.745,2013-12
12/2/2013,Central,Office Supplies,11.648,-30.8672,2013-12
12/2/2013,Central,Furniture,85.246,-1.2178,2013-12
10/4/2014,Central,Office Supplies,20.64,2.322,2014-10
7/1/2014,West,Office Supplies,204.95,100.4255,2014-07
11/12/2013,West,Furniture,41.96,10.9096,2013-11
11/12/2013,West,Furniture,451.152,0,2013-11
11/12/2013,West,Office Supplies,31.504,11.0264,2013-11
12/9/2011,East,Office Supplies,30.672,9.585,2011-12
12/9/2011,East,Technology,1079.976,125.9972,2011-12
9/8/2014,West,Furniture,161.568,-28.2744,2014-09
2/6/2012,Central,Office Supplies,2.934,-4.9878,2012-02
2/6/2012,Central,Technology,18.528,4.4004,2012-02
2/6/2012,Central,Office Supplies,670.752,-125.766,2012-02
10/8/2012,Central,Furniture,72.78,-70.9605,2012-10
11/9/2011,East,Furniture,56.52,21.4776,2011-11
2/5/2013,West,Office Supplies,14.73,7.2177,2013-02
2/5/2013,West,Office Supplies,186.54,50.3658,2013-02
2/5/2013,West,Furniture,557.728,6.9716,2013-02
2/5/2013,West,Technology,159.968,-31.9936,2013-02
6/10/2014,South,Office Supplies,49.12,23.0864,2014-06
10/5/2013,East,Furniture,239.372,-23.9372,2013-10
3/10/2013,East,Technology,199.75,87.89,2013-03
11/2/2012,West,Furniture,96.96,33.936,2012-11
11/2/2012,West,Office Supplies,117.488,41.1208,2012-11
11/2/2012,West,Office Supplies,11.952,4.1832,2012-11
11/2/2012,West,Furniture,512.499,-30.147,2012-11
8/1/2013,West,Furniture,863.128,-32.3673,2013-08
11/7/2014,West,Furniture,2036.86,366.6348,2014-11
11/7/2014,West,Furniture,449.568,-73.0548,2014-11
11/7/2014,West,Technology,108.96,32.688,2014-11
7/9/2011,West,Office Supplies,2.88,1.4112,2011-07
7/9/2011,West,Office Supplies,41.904,14.1426,2011-07
7/9/2011,West,Office Supplies,23.92,4.0664,2011-07
9/3/2013,West,Technology,999.98,449.991,2013-09
8/2/2012,West,Furniture,277.5,-188.7,2012-08
12/11/2013,East,Office Supplies,62.82,29.5254,2013-12
10/2/2012,East,Office Supplies,19.44,9.3312,2012-10
10/2/2012,East,Office Supplies,7.38,3.6162,2012-10
12/6/2012,West,Office Supplies,8.96,4.3904,2012-12
9/6/2014,South,Technology,89.568,-1.1196,2014-09
9/6/2014,South,Office Supplies,71.96,7.196,2014-09
9/6/2014,South,Office Supplies,15.552,5.4432,2014-09
11/8/2012,East,Office Supplies,67.15,16.7875,2012-11
11/8/2012,East,Technology,549.98,142.9948,2012-11
11/8/2012,East,Furniture,11.82,4.728,2012-11
11/8/2012,East,Technology,4643.8,2229.024,2012-11
11/8/2012,East,Furniture,577.764,115.5528,2012-11
9/8/2014,South,Office Supplies,81.568,7.1372,2014-09
11/8/2013,Central,Furniture,44.46,-17.784,2013-11
11/8/2013,Central,Office Supplies,314.088,19.6305,2013-11
10/3/2011,Central,Office Supplies,4.344,0.8688,2011-10
10/3/2011,Central,Furniture,31.776,-19.0656,2011-10
10/3/2011,Central,Office Supplies,4.928,1.7248,2011-10
10/3/2011,Central,Office Supplies,1.788,-3.0396,2011-10
10/3/2011,Central,Office Supplies,15.072,-3.768,2011-10
11/2/2014,East,Office Supplies,189.7,91.056,2014-11
11/2/2014,East,Office Supplies,40.99,20.0851,2014-11
4/5/2013,East,Furniture,82.64,7.4376,2013-04
4/5/2013,East,Office Supplies,31.02,8.0652,2013-04
4/5/2013,East,Technology,89.97,37.7874,2013-04
7/1/2013,South,Office Supplies,35.97,9.7119,2013-07
7/1/2013,South,Furniture,1266.86,291.3778,2013-07
5/2/2014,South,Office Supplies,3.328,0.416,2014-05
5/2/2014,South,Furniture,933.262,-458.1468,2014-05
5/2/2014,South,Furniture,2803.92,0,2014-05
9/1/2011,East,Office Supplies,23.744,8.3104,2011-09
9/1/2011,East,Technology,357,57.12,2011-09
8/12/2011,West,Technology,806.336,50.396,2011-08
8/12/2011,West,Furniture,85.44,31.6128,2011-08
5/10/2012,Central,Office Supplies,70.97,-191.619,2012-05
5/10/2012,Central,Office Supplies,36.784,3.6784,2012-05
5/11/2013,East,Technology,743.988,-123.998,2013-05
3/5/2012,Central,Office Supplies,11.212,-16.818,2012-03
3/5/2012,Central,Furniture,4.712,-1.8848,2012-03
3/5/2012,Central,Office Supplies,180.98,-470.548,2012-03
3/5/2012,Central,Office Supplies,60.416,6.0416,2012-03
7/1/2014,East,Office Supplies,1085.42,282.2092,2014-07
5/10/2014,South,Office Supplies,65.232,22.0158,2014-05
5/10/2014,South,Furniture,207,25.875,2014-05
8/12/2011,South,Office Supplies,31.104,10.8864,2011-08
8/12/2011,South,Office Supplies,47.96,4.1965,2011-08
8/12/2011,South,Technology,158.928,41.7186,2011-08
8/12/2011,South,Office Supplies,211.248,15.8436,2011-08
8/12/2011,South,Office Supplies,5.552,-1.041,2011-08
8/12/2011,South,Office Supplies,2.952,0.9963,2011-08
12/11/2012,East,Office Supplies,10.332,-7.5768,2012-12
11/4/2014,West,Office Supplies,18.368,5.9696,2014-11
7/5/2012,South,Furniture,4.928,0.7392,2012-07
7/5/2012,South,Office Supplies,11.784,4.2717,2012-07
3/11/2011,West,Office Supplies,7.98,2.0748,2011-03
11/4/2014,West,Furniture,486.368,36.4776,2014-11
8/12/2013,Central,Office Supplies,32.4,15.552,2013-08
8/12/2013,Central,Office Supplies,41.86,19.2556,2013-08
8/12/2013,Central,Office Supplies,77.56,35.6776,2013-08
3/1/2011,Central,Office Supplies,137.352,8.5845,2011-03
3/1/2011,Central,Furniture,376.509,-43.0296,2011-03
7/12/2011,Central,Furniture,512.358,-14.6388,2011-07
7/12/2011,Central,Office Supplies,3.488,0.5668,2011-07
7/12/2011,Central,Office Supplies,22.288,3.9004,2011-07
7/12/2011,Central,Office Supplies,16.032,5.6112,2011-07
4/12/2014,South,Office Supplies,1.752,0.1533,2014-04
4/12/2014,South,Office Supplies,20.992,2.3616,2014-04
12/5/2012,Central,Office Supplies,45.04,4.504,2012-12
9/9/2014,South,Office Supplies,61.68,5.397,2014-09
9/9/2014,South,Technology,158.376,13.8579,2014-09
10/7/2014,East,Office Supplies,143.7,68.976,2014-10
10/7/2014,East,Office Supplies,6.48,3.1104,2014-10
11/8/2014,East,Technology,7.88,2.5216,2014-11
3/10/2013,East,Office Supplies,11.21,3.363,2013-03
3/10/2013,East,Furniture,354.9,88.725,2013-03
3/10/2013,East,Office Supplies,17.94,8.7906,2013-03
3/10/2013,East,Office Supplies,51.8,23.31,2013-03
7/3/2013,South,Office Supplies,7.7,3.157,2013-07
6/12/2014,West,Office Supplies,61.44,16.5888,2014-06
5/4/2014,East,Furniture,32.448,7.3008,2014-05
5/4/2014,East,Office Supplies,26.388,-17.592,2014-05
5/4/2014,East,Furniture,373.47,-112.041,2014-05
5/4/2014,East,Office Supplies,64.2,-44.94,2014-05
5/4/2014,East,Office Supplies,8,2.8,2014-05
4/11/2011,West,Office Supplies,87.08,24.3824,2011-04
4/11/2011,West,Technology,105.584,9.2386,2011-04
4/11/2011,West,Technology,217.44,91.3248,2011-04
1/3/2014,Central,Office Supplies,31.744,3.968,2014-01
1/3/2014,Central,Office Supplies,5.432,-13.58,2014-01
1/3/2014,Central,Furniture,913.43,-169.637,2014-01
1/3/2014,Central,Office Supplies,372.144,27.9108,2014-01
9/7/2011,West,Office Supplies,27.36,7.3872,2011-09
9/7/2011,West,Office Supplies,20.56,9.6632,2011-09
9/7/2011,West,Office Supplies,83.92,31.47,2011-09
6/12/2013,West,Furniture,902.712,33.8517,2013-06
11/11/2013,West,Office Supplies,29.74,4.461,2013-11
1/5/2012,West,Office Supplies,87.36,23.5872,2012-01
1/5/2012,West,Office Supplies,56.16,17.55,2012-01
11/12/2012,Central,Office Supplies,64.784,-14.5764,2012-11
11/12/2012,Central,Office Supplies,15.552,5.6376,2012-11
11/12/2012,Central,Office Supplies,223.888,69.965,2012-11
9/9/2011,Central,Office Supplies,10.896,3.405,2011-09
2/8/2013,Central,Furniture,241.5,0,2013-02
9/5/2014,West,Office Supplies,11.808,4.1328,2014-09
11/1/2011,East,Office Supplies,76.12,22.0748,2011-11
12/5/2014,West,Office Supplies,11.76,5.7624,2014-12
12/2/2013,East,Technology,137.94,35.8644,2013-12
12/2/2013,East,Furniture,111.15,48.906,2013-12
12/2/2013,East,Office Supplies,901.95,297.6435,2013-12
12/2/2013,East,Furniture,366.009,-47.0583,2013-12
9/3/2011,Central,Office Supplies,7.68,-11.52,2011-09
11/3/2014,East,Furniture,155.372,-35.5136,2014-11
12/5/2012,East,Office Supplies,232.4,78.435,2012-12
12/5/2012,East,Furniture,164.646,12.8058,2012-12
12/5/2012,East,Office Supplies,22.68,11.1132,2012-12
2/1/2013,West,Office Supplies,105.52,48.5392,2013-02
7/9/2014,East,Furniture,83.92,5.8744,2014-07
7/9/2014,East,Technology,141.9,58.179,2014-07
7/9/2014,East,Furniture,39.98,9.1954,2014-07
7/9/2014,East,Office Supplies,28.91,8.673,2014-07
7/9/2014,East,Office Supplies,174.95,45.487,2014-07
12/11/2012,West,Office Supplies,110.528,38.6848,2012-12
5/10/2013,South,Office Supplies,27.86,9.1938,2013-05
3/11/2014,Central,Furniture,933.408,-173.3472,2014-03
4/7/2014,Central,Office Supplies,106.32,49.9704,2014-04
5/10/2014,West,Office Supplies,147.92,46.225,2014-05
5/10/2014,West,Office Supplies,104.28,26.07,2014-05
5/10/2014,West,Furniture,286.85,63.107,2014-05
5/10/2014,West,Office Supplies,66.96,2.6784,2014-05
5/10/2014,West,Technology,199.98,87.9912,2014-05
10/2/2012,West,Office Supplies,10.944,0.9576,2012-10
11/9/2014,East,Furniture,274.2,112.422,2014-11
12/10/2012,East,Technology,25.488,4.4604,2012-12
12/9/2013,East,Office Supplies,10.584,3.4398,2013-12
5/7/2014,West,Office Supplies,84.416,27.4352,2014-05
3/7/2013,East,Technology,431.94,-71.99,2013-03
3/7/2013,East,Office Supplies,2.043,-1.4982,2013-03
3/7/2013,East,Technology,68.238,-12.5103,2013-03
9/3/2012,Central,Office Supplies,7.5,3.6,2012-09
5/10/2012,West,Technology,46.688,-2.918,2012-05
4/9/2012,East,Office Supplies,17.94,3.0498,2012-04
4/9/2012,East,Office Supplies,370.14,144.3546,2012-04
11/12/2013,Central,Furniture,2678.94,241.1046,2013-11
4/10/2014,East,Office Supplies,37.896,-29.0536,2014-04
4/10/2014,East,Office Supplies,65.584,23.7742,2014-04
2/12/2014,East,Office Supplies,20.7,9.936,2014-02
2/2/2013,South,Technology,8749.95,2799.984,2013-02
2/2/2013,South,Office Supplies,36.4,18.2,2013-02
2/2/2013,South,Furniture,18.69,7.1022,2013-02
7/8/2014,West,Office Supplies,5.94,0.1188,2014-07
12/3/2013,West,Technology,165.6,-6.21,2013-12
3/5/2011,East,Office Supplies,59.52,15.4752,2011-03
3/5/2011,East,Technology,479.97,177.5889,2011-03
3/5/2011,East,Office Supplies,18.62,5.3998,2011-03
3/5/2011,East,Office Supplies,49.632,16.7508,2011-03
3/5/2011,East,Office Supplies,97.82,45.9754,2011-03
5/3/2013,Central,Furniture,366.744,-110.0232,2013-05
3/9/2013,Central,Office Supplies,8.856,-14.1696,2013-03
3/9/2013,Central,Technology,27.96,8.388,2013-03
3/9/2013,Central,Office Supplies,146.352,49.3938,2013-03
12/11/2012,Central,Technology,175.23,61.3305,2012-12
12/11/2012,Central,Technology,125.99,31.4975,2012-12
12/11/2012,Central,Office Supplies,23,10.35,2012-12
2/2/2013,Central,Furniture,73.784,-77.4732,2013-02
6/6/2014,South,Office Supplies,20.736,7.2576,2014-06
4/8/2013,East,Office Supplies,3.64,0.9828,2013-04
6/5/2014,Central,Furniture,30.336,-17.4432,2014-06
12/5/2014,East,Furniture,12.99,1.5588,2014-12
12/5/2014,East,Furniture,182.22,45.555,2014-12
12/5/2014,East,Furniture,302.94,18.1764,2014-12
1/11/2013,East,Furniture,54.992,8.9362,2013-01
4/2/2013,Central,Technology,12.99,0.2598,2013-04
11/11/2014,West,Furniture,241.424,-36.2136,2014-11
12/1/2013,Central,Office Supplies,33.36,16.68,2013-12
12/1/2013,Central,Office Supplies,13.76,6.3296,2013-12
12/1/2013,Central,Office Supplies,496.86,24.843,2013-12
12/1/2013,Central,Furniture,389.97,35.0973,2013-12
6/7/2012,East,Office Supplies,18.312,-12.208,2012-06
6/7/2012,East,Office Supplies,25.92,9.072,2012-06
6/7/2012,East,Office Supplies,8.016,1.002,2012-06
3/10/2014,West,Technology,479.984,59.998,2014-03
3/10/2014,West,Office Supplies,30.84,9.6375,2014-03
8/6/2011,East,Technology,199.98,83.9916,2011-08
12/5/2012,West,Technology,39,17.55,2012-12
12/5/2012,West,Office Supplies,12.6,6.048,2012-12
9/11/2012,West,Furniture,24.64,4.004,2012-09
12/10/2013,South,Furniture,1056.86,158.529,2013-12
4/3/2013,Central,Furniture,1454.9,378.274,2013-04
5/1/2014,South,Office Supplies,4.842,-3.5508,2014-05
5/1/2014,South,Furniture,220.704,-8.2764,2014-05
11/11/2013,East,Office Supplies,31.104,10.8864,2013-11
12/7/2013,East,Office Supplies,968.744,314.8418,2013-12
12/7/2013,East,Office Supplies,222.352,77.8232,2013-12
